,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
218,,Sunday May 16 11:38:51 +0000 2021,,,,0,1393893706231648258,,,,pl,,,,2,1.3938566123523727e+18,Mao_Cena,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Lukasz_Paczuski Już chuj tam z pieniędzmi. Mnie zastanawia, czemu oni zakładają, że do 2025 będzie nauka zdalna...",https://twitter.com/Grzechu48401897/status/1393893706231648258,Tue 10 27 11:02:18 +0000 2020,1321044415532670978,False,"Tylko prawa strona.

Lech Poznań 💙💙
Cracovia ♥️🤍♥️
Real ⚪i Bayern 🔴⚪",695,52,312,2,,Grzechu,Grzechu48401897,5430,,,False
219,,Monday May 17 07:15:30 +0000 2021,,,,3,1394189820763770881,KrzysztofBrejza,1.3941819769454633e+18,87795577.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@KrzysztofBrejza Nie tylko. Spowoduje także dalsze wypieranie polskich produktów i usług przez importowane (produkty ze wschodu, usługi od międzynarodowych korpo (nie)płacących podatki w rajach pod.) Polscy specjaliści np IT będą emigrować realnie lub zatrudniać się zagr. (praca zdalna)",https://twitter.com/pepezetr/status/1394189820763770881,Sat 01 02 17:01:27 +0000 2021,1345414739250262019,False,"Liberał, acz nie ortodoks, Polska w Europie, #antypis.
Programuję i uczę programowania.
Mam bzika na punkcie poprawności językowej.
Moje posty to opinie.",47790,136,282,0,Polska,Polska Partia Zdrowego Rozsądku,pepezetr,6840,,,False
220,,Monday May 17 09:19:22 +0000 2021,wieszwięcej,,https://www.tvp.info/53844517/nauka-zdalna-stacjonarna-nowe-rozporzadzenie-powrot-do-szkol-kiedy-i-na-jakich-zasadach-beda-zajecia-w-szkolach-kiedy-powrot-pozostalych-rocznikow-nauka-hybrydowa-obostrzenia-w-maju,0,1394220993820954629,,,,pl,,False,,1,1.3941570946774917e+18,tvp_info,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Powrót do szkół. Nowe rozporządzenie
#wieszwięcej https://t.co/iT2To3xa16",https://twitter.com/Joanna_D_a_r_c/status/1394220993820954629,Sun 01 28 23:29:21 +0000 2018,957757517383258113,False,"Jesteś tyle wart , ile możesz dać z siebie innym ...❤️🦆",268197,9327,3204,82,Polska  Gliwice,Barbara Zawadzka,Joanna_D_a_r_c,231039,,,False
221,,Monday May 17 10:49:02 +0000 2021,,,https://twitter.com/alexanty6/status/1394006160538312711,1,1394243556030697475,,,,pl,,False,1.3940061605383127e+18,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ja jestem frajer student ktory blaga o zdalna sesje https://t.co/DjLlQEDyOu,https://twitter.com/glamfem/status/1394243556030697475,Sat 10 06 09:21:53 +0000 2018,1048503599028948992,False,hair metal enthusiast,74059,835,162,15,20 ⚢ ,kat 🕸,glamfem,10633,,,False
222,,Monday May 17 10:18:22 +0000 2021,,,,0,1394235838901411847,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zdalna i zdana,https://twitter.com/dminiczka/status/1394235838901411847,Sun 09 18 20:16:40 +0000 2016,777602257290420224,False,22ʸᵘʰ // ☼ virgo ☾ taurus ↑ cancer 🐻 7/50 📚,116852,1484,1583,13,#1 leave me lonely stan,dominika,dminiczka,67509,,http://dangerouswoman.com,False
223,,Sunday May 16 17:01:31 +0000 2021,,,,2,1393974906434596869,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Chcę, aby w mniejszych miejscowościach mieszkańcy  zaczęli budować domy i rozkręcać biznes działający przez Internet. Firmy informatyczne nie muszą być w wielkich miastach. Praca zdalna to szansa dla małych miejscowości.",https://twitter.com/adela_rock/status/1393974906434596869,Thu 10 22 13:35:29 +0000 2015,4017118893,False,"""Chcę aby w Polsce żyli skromni i szczęśliwi Polacy .
Dysleksja to moja zmora ,czytaj moje wpisy biorąc to pod uwagę .",80765,1376,686,0,"Warszawa, Polska",Adela Rock,adela_rock,70868,,,False
224,,Sunday May 16 20:51:52 +0000 2021,,,,1,1394032877164236801,olenskaolenska,1.3940318319101747e+18,1944799284.0,pl,"Lubin, Polska",,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@olenskaolenska @jsuchecka @adas_torun @tvn24 W porównaniu z czekającym nas nauczaniem hybrydowym... nauka zdalna była bardzo dobra,https://twitter.com/Malgosia_x1/status/1394032877164236801,Tue 03 04 21:06:20 +0000 2014,2372397596,False,"uczę matematyki w LO, uwielbiam czytać książki",4918,101,339,0,"Lubin, Polska",Małgorzata S.,Malgosia_x1,1708,,,False
225,,Sunday May 16 11:25:43 +0000 2021,,,,4,1393890401740853252,Firarafaa,1.3938686300944998e+18,1.1979642327902945e+18,pl,"Ścinawa, Polska",,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Firarafaa Tak serio to nauczyciele dostali po dupie z ta zdalna praca. Tak mieliby spokoj, a tak użerać się z Waszymi bachorami, z Wami i ze swoimi rodzinami w domu musieli. Także sknera można być;-) lub złożyć się na nowy telefon by można było go na nowo napierdzielac. Nauczyciela",https://twitter.com/ZawadkaMarek/status/1393890401740853252,Tue 03 26 19:30:41 +0000 2013,1305398096,False,"Drogi wodne, Wielka Wojna i zostaje jeszcze czasu trochę na żużel i trochę na… whisky. Także Muzea i focenie.",20009,562,978,2,"Lubin, Polska",Marek Zawadka,ZawadkaMarek,14007,,,False
226,,Sunday May 16 11:40:09 +0000 2021,PracaZdalna KodeksPracy Szolajski,,https://m.youtube.com/watch?v=7Qon4f0khlA http://www.szolajski.com https://twitter.com/Szolajski_Legal/status/1392763633512423424,0,1393894034297524226,,,,pl,,False,1.3927636335124234e+18,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kiedy PRACA ZDALNA zostanie wpisana do KODEKSU PRACY i jakie będą ZASADY jej WYKONYWANIA?

Zapraszam na Vloga https://t.co/27jNh2STKx

https://t.co/258aDea2Fm

#PracaZdalna #KodeksPracy #Szolajski https://t.co/jD9phrl9NK",https://twitter.com/szolajskimarcin/status/1393894034297524226,Tue 12 30 12:02:23 +0000 2014,2950995873,False,"Managing Partner Legal Advisor, https://t.co/o1UCuplM3I, Public Procurement, IT/telco,Succession in Family Biz,copyright, Editor-in-chief https://t.co/eKJ8QGQ0fy",1472,116,103,0,"Warszawa, Polska",Marcin Szołajski,szolajskimarcin,1428,,http://www.szolajski.com,False
227,,Monday May 17 09:02:48 +0000 2021,,,,0,1394216822484963328,lol_macius,1.3941990705924465e+18,1.1164458923101184e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Precious_btw Zdalna,https://twitter.com/tycj4n/status/1394216822484963328,Mon 11 02 21:33:42 +0000 2020,1323377722740088834,False,"17yrs old 
Playing: csgo, osu! and LoL (jg/sup).
⬇️Tradelink bellow⬇️",30248,71,452,0,"Zakon 코살린, Poland 🇵🇱 ",Tycj4n @IEMKatowice,tycj4n,6912,,https://steamcommunity.com/tradeoffer/new/?partner=1194035026&token=exe8NRkK,False
228,,Sunday May 16 12:43:03 +0000 2021,,https://twitter.com/PrezesObywatel/status/1393909863152029702/photo/1,,8,1393909863152029702,,,,pl,,False,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Czyli tak:
- nauka zdalna do minimum 2025 roku
- laptop za 30 tys. zł
- wszystko sfinansują programiści... 

Jakby posłuchali jakiegoś programisty to by im doradził jakiego lapka kupić i przy okazji żeby się odwalili od jego zarobków https://t.co/bIQcNAHKfB",https://twitter.com/PrezesObywatel/status/1393909863152029702,Thu 01 21 08:21:05 +0000 2021,1352169298320650246,False,niepoprawny politycznie altruista,117716,6124,834,29,Chrząszczyżewoszyce/Łękołody,Obywatel Prezes,PrezesObywatel,48570,,,False
229,,Monday May 17 12:13:15 +0000 2021,,,,1,1394264749894995969,Katarzy39952539,1.394202530784088e+18,1.2380713772630548e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Katarzy39952539 Może się cieszy, że pozwolili jej wrócić do szkoły. Coś jak syndrom sztokholmski. Co ta zdalna edukacja zrobiła z tymi dziećmi?",https://twitter.com/Robert39937010/status/1394264749894995969,Fri 04 10 07:30:08 +0000 2020,1248513326985904128,False,"Zawodowo analiza systemów informatycznych i procesów biznesowych.
Hobby żagle, narty i majsterkowanie.
Nie dla socjotechniki i propagandy.
Nie tankuję na Orlen.",21686,1637,219,0,,Robert,Robert39937010,12289,,,False
230,,Sunday May 16 12:26:56 +0000 2021,,,https://docs.google.com/forms/d/1PVuuotIZvzVLFc5bjr-_PYzhjE6IHuT0hTgTXCVwCbA/edit,6,1393905808002490369,,,,pl,,False,,21,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hejka 😊 piszę pracę licencjacką na temat wpływu pandemii COVID-19 na pracę zdalną i poszukuję osób pracujących zdalnie/hybrydowo chętnych do wypełnienia ankiety ❤️

https://t.co/puGVHMCCeI

jeżeli chcecie mi pomóc to zapraszam do wypełnienia ankiety lub dania rt dla zasięgu 🥰",https://twitter.com/paaandaxoxo/status/1393905808002490369,Sun 12 25 13:37:18 +0000 2011,446247426,False,💗 2017/07/03,96231,1106,1006,36,,𝒪𝓁𝒾𝓌𝓀𝒶 ♡,paaandaxoxo,24087,,,False
231,,Monday May 17 12:07:09 +0000 2021,,,,2,1394263216759394306,RysiekzMisia,1.3942274480076022e+18,1.1903317093064253e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@RysiekzMisia @franek_timm Przecież nikt nie postawi takiego mini domu na ziemi o cenie w Wawie.
To propozycja dla miasteczek i wiosek, no może jakiś dalekich przedmieść. A potem kwestia pracy, która nie zawsze jest zdalna, czy dostępu do lekarza dla emerytów. Trzeba odpalać kopciucha i dymać do miasta.",https://twitter.com/BogeyPol/status/1394263216759394306,Thu 03 15 21:44:28 +0000 2018,974400964563173376,False,"Petroniusz obudził się zaledwie koło południa i, jak zwykle, zmęczony bardzo.",11011,835,664,0,"Warszawa, Polska",Bogey Warszawski,BogeyPol,46175,,,False
232,,Monday May 17 11:52:41 +0000 2021,,,,2,1394259573532397570,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nie no nawet polibuda ma zdalna sesje tylko rzeszowski jest taki w dupe jebany,https://twitter.com/vodkasparkles/status/1394259573532397570,Thu 03 30 11:25:22 +0000 2017,847409411349823488,False,"21. childe & eula simp !! dttwt, dtqktwt 🍂#8424 cbyf !! ✨ fan account",55849,586,590,22,she/her | pl/en 🏳️‍🌈,pati 🪐,vodkasparkles,52099,,https://vodkasparkles.carrd.co/,False
233,,Monday May 17 11:06:00 +0000 2021,wieszwięcej,https://twitter.com/tvp_info/status/1394247826054389760/video/1,https://www.tvp.info/53844517/nauka-zdalna-stacjonarna-nowe-rozporzadzenie-powrot-do-szkol-kiedy-i-na-jakich-zasadach-beda-zajecia-w-szkolach-kiedy-powrot-pozostalych-rocznikow-nauka-hybrydowa-obostrzenia-w-maju,7,1394247826054389760,,,,pl,,False,,1,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Nauka zdalna i stacjonarna. Od dziś obowiązuje nowe rozporządzenie
#wieszwięcej 

Zobacz więcej: https://t.co/iT2To3fyCw https://t.co/b2MwmSOtSS",https://twitter.com/tvp_info/status/1394247826054389760,Mon 06 15 09:00:38 +0000 2009,47295451,False,https://t.co/XzEjWNxvDI #wieszwiecej - najświeższe informacje z kraju i ze świata. Telefon interwencyjny: 601600100,1333,833505,2001,1268,Warszawa,tvp.info 🇵🇱,tvp_info,329674,,,True
234,,Sunday May 16 12:19:53 +0000 2021,Kraj włączprawdę TVRepublika,,"https://tvrepublika.pl/Rzad-chce-uregulowac-prace-zdalna-Gowin-W-przyszlym-tygodniu-zaprezentujemy-projekt-ustawy,118725.html",1,1393904031899262976,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Kraj | Gotowy projekt ustawy w sprawie pracy zdalnej

#włączprawdę #TVRepublika

https://t.co/ddw2f6GoLg",https://twitter.com/RepublikaTV/status/1393904031899262976,Wed 01 09 11:06:01 +0000 2013,1073461458,False,"📺 ➡️ https://t.co/aAtUGI9LnP 🖥 ➡ https://t.co/QAsyRg1rD0
📷 ➡️ https://t.co/DU67gazXzh 
🎬 ➡️ https://t.co/SfDdYn4Dcy……",4880,106874,1163,364,Polska,Telewizja Republika 🇵🇱 #włączprawdę,RepublikaTV,272440,,http://www.tvrepublika.pl,False
235,,Sunday May 16 10:12:00 +0000 2021,,,,0,1393871849893806086,babyluvhoran,1.3938405380681318e+18,1.3650084569865953e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@babyluvhoran mam zdalne do środy i teoretycznie idę dopiero we czwartek, ale mam od jutra zdalną wymianę, więc i tak praktycznie cały tydzień będę chodziła do szkoły",https://twitter.com/itsclainev/status/1393871849893806086,Wed 06 17 17:21:31 +0000 2020,1273304636376711172,False,"‹ ›  good things are coming  ‹ ›
‹ ›  @itsclainevx - nieaktywne konto  ‹ ›",35423,335,543,0,i love you,‹ › Caroline ♡ ‹ ›,itsclainev,3028,,,False
236,,Monday May 17 09:02:24 +0000 2021,,,,4,1394216721217638405,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chemia zdalna z tym facetem to nieśmieszny żart,https://twitter.com/diabelskaNoc/status/1394216721217638405,Mon 04 05 14:11:40 +0000 2021,1379074197238996995,False,"szarek moja slodka | janek | devi🫶🏻 | rosee
ig: hellish.books",44360,1881,632,52,belka/bianka,..,diabelskaNoc,66189,,,False
237,,Monday May 17 10:52:29 +0000 2021,powrotdoszkoly,https://twitter.com/ThankYouNiall22/status/1394244423479869441/photo/1,,14,1394244423479869441,,,,pl,,False,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jako iż kończy się zdalna nauka chciałabym zrobić podsumowanie moich wszystkich profilowych;

(mam nadzieje ze o zadnym nie zapomniałam)
#powrotdoszkoly https://t.co/8VtPftopbf",https://twitter.com/ThankYouNiall22/status/1394244423479869441,Thu 02 13 10:11:29 +0000 2020,1227898043061690368,False,"kuchareczka z twittereczka 🧅🍄
lubie pierogi i mam cztery nogi🥟

17
największy hejter ciem",58354,1005,630,14,she/her ,szambo bambo 🍂🍁 JESIENIARA ERA,ThankYouNiall22,33143,,,False
238,,Monday May 17 04:46:59 +0000 2021,,,,0,1394152442846228483,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Zaczynam dziś manifesting o zdalną sesję,https://twitter.com/xblahxu/status/1394152442846228483,Thu 08 20 14:26:01 +0000 2015,3432903730,False,𝐲𝐨𝐮 𝐬𝐡𝐨𝐮𝐥𝐝 𝐤𝐧𝐨𝐰 𝐭𝐡𝐚𝐭 𝐛𝐚𝐛𝐲 𝐲𝐨𝐮'𝐫𝐞 𝐭𝐡𝐞 𝐛𝐞𝐬𝐭,6557,167,122,1,𝐜𝐚𝐥𝐢𝐟𝐨𝐫𝐧𝐢𝐚,𝐀,xblahxu,10283,,,False
239,,Sunday May 16 11:02:01 +0000 2021,,,,0,1393884437092392963,,,,pl,,,,1,1.3938835759262638e+18,PolskieSluzby,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W przyszłym tygodniu przedstawimy gotowy projekt ustawy regulującej pracę zdalną do konsultacji społecznych i uzgodnień resortowych - podał wicepremier, minister rozwoju, pracy i technologii Jarosław Gowin. Jak przekazał, projekt zakłada wypłacanie
https://t.co/sYWgdRYJAY",https://twitter.com/Pi44/status/1393884437092392963,Wed 06 03 21:04:18 +0000 2009,44456924,False,"Resortowy bękart. Gapie Soldaty wołają mnie polski Bandyta... 
Zaprzańców nie znoszę.
Prawym robię zasięgi.",226426,1018,1515,9,Polska,Pan z Kijem na Nazistowskie Ryje,Pi44,82847,,,False
240,,Monday May 17 13:39:23 +0000 2021,,,,0,1394286426188132353,,,,pl,,,,12,1.393533653716775e+18,MRiTGOVPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Polskę czeka wielka reforma rynku pracy przygotowywana przez @MRPiT_GOV_PL: 🔶praca zdalna🔶urzędy pracy wspierajace pracowników w zdobywaniu nowych kompetencji🔶zerowy PIT dla emerytów nadal chcacych pracować - zapowiedział wicepremier @Jaroslaw_Gowin na prezentacji #PolskiŁad,https://twitter.com/UZP_GOV_PL/status/1394286426188132353,Tue 02 19 12:00:51 +0000 2019,1097828355116843008,False,Oficjalny profil Urzędu Zamówień Publicznych,176,499,78,6,"Warszawa, ul. Postępu 17A",Urząd Zamówień Publicznych,UZP_GOV_PL,573,,http://www.uzp.gov.pl,False
241,,Sunday May 16 09:11:27 +0000 2021,,,,17,1393856612352372736,A_G_Ortega,1.3938290987624735e+18,1.3008690240672236e+18,pl,,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Lukasz_Paczuski Już chuj tam z pieniędzmi. Mnie zastanawia, czemu oni zakładają, że do 2025 będzie nauka zdalna...",https://twitter.com/Mao_Cena/status/1393856612352372736,Tue 11 10 21:29:06 +0000 2020,1326275661242232833,False,cri/nge,17640,44,366,0,,John Zedong,Mao_Cena,839,,,False
242,,Monday May 17 08:23:47 +0000 2021,Rodzina,,,3,1394207002692362241,,,,pl,,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister @MarlenaMalag podczas konferencji @ProjektPLorg: musimy zwrócić uwagę na to, żeby Polacy mogli łączyć życie rodzinne z zawodowym. Teraz trwają pracę nad tym, aby praca zdalna znalazła się na stałe w Kodeksie Pracy. #Rodzina",https://twitter.com/MRiPS_GOV_PL/status/1394207002692362241,Wed 11 21 09:47:41 +0000 2012,962094450,False,Oficjalny profil Ministerstwa Rodziny i Polityki Społecznej. ➡Facebook: https://t.co/cYXDwYQ7oK ➡Youtube: https://t.co/z0a5upjjsN ➡Instagram: https://t.co/qdYbY5HvO4,11867,49582,969,230,Warszawa,Ministerstwo Rodziny i Polityki Społecznej,MRiPS_GOV_PL,46440,,http://gov.pl/rodzina,True
243,,Monday May 17 06:27:04 +0000 2021,,https://twitter.com/komplex_service/status/1394177631109660672/photo/1,https://www.pogotowiekomputerowe.waw.pl/,0,1394177631109660672,,,,pl,,False,,0,,,"<a href=""http://www.internet-plus.pl"" rel=""nofollow"">CRM-Internet_Plus</a>","Poniedziałek... Kiedy praca zdalna nie do końca idzie po twojej myśli…
Na każdy problem z Twoim laptopem znajdziemy rozwiązanie ;) 💪
https://t.co/id9gAaSa9j https://t.co/1x9HQwYHZG",https://twitter.com/komplex_service/status/1394177631109660672,Fri 10 14 13:01:12 +0000 2016,786914755311202304,False,Pogotowie komputerowe. Działamy całą dobę. Dojazd do klienta na terenie Warszawy gratis.,3,0,0,0,"Warszawa, Polska",PogotowieKomputerowe,komplex_service,543,,http://www.pogotowiekomputerowe.waw.pl,False
244,,Monday May 17 12:30:00 +0000 2021,,,,2,1394268968169336840,,,,pl,,,,0,,,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>","Podczas sesji ""Future of Life - Work (Space)"" dowiesz się, jak chmura wspomaga pracę zdalną poprzez udostępnianie odpowiednich narzędzi i poznasz zastosowania chmury obliczeniowej w realizacji zadań sektora publicznego podczas ""Future of public sector"".",https://twitter.com/GoogleCloud_PL/status/1394268968169336840,Fri 07 12 13:55:36 +0000 2013,1588574551,False,"Witamy na oficjalnym profilu Google Cloud Poland na Twitterze. Przekonaj się, jak moc obliczeniowa dostępna wszędzie i dla każdego zmienia biznes.",120,5108,28,16,Poland,Google Cloud Poland,GoogleCloud_PL,1699,,https://cloud.google.com/,True
245,,Monday May 17 10:16:13 +0000 2021,,,,0,1394235298326908933,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zdalna sesja!!!,https://twitter.com/dminiczka/status/1394235298326908933,Sun 09 18 20:16:40 +0000 2016,777602257290420224,False,22ʸᵘʰ // ☼ virgo ☾ taurus ↑ cancer 🐻 7/50 📚,116852,1484,1583,13,#1 leave me lonely stan,dominika,dminiczka,67509,,http://dangerouswoman.com,False
246,,Sunday May 16 09:24:01 +0000 2021,,,"https://forsal.pl/praca/aktualnosci/artykuly/8164601,projekt-ustawy-regulujacej-prace-zdalna.html?utm_source=dlvr.it&utm_medium=twitter",0,1393859773494448128,,,,pl,,False,,1,1.393848078839423e+18,forsalpl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Gowin: W przyszłym tygodniu przedstawimy projekt ustawy regulującej pracę zdalną https://t.co/varf9ZkIIo,https://twitter.com/a_miszczak/status/1393859773494448128,Tue 09 24 11:12:57 +0000 2013,1900120028,False,,39786,259,546,0,,ADAM MISZCZAK,a_miszczak,69413,,,False
247,,Sunday May 16 13:04:20 +0000 2021,,,"https://www.polskieradio24.pl/42/273/Artykul/2735171,Ustawa-regulujaca-prace-zdalna-jest-gotowa-W-przyszlym-tygodniu-resort-rozwoju-zaprezentuje-projekt",0,1393915217483116550,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ustawa regulująca pracę zdalną jest gotowa. W przyszłym tygodniu resort rozwoju zaprezentuje projekt https://t.co/w6zk5fc1t1,https://twitter.com/Gospodarka_PRSA/status/1393915217483116550,Mon 12 09 13:28:02 +0000 2013,2237645148,False,Wiadomości gospodarcze Polskiego Radia (@polskieradio24),118,2558,520,71,"Warszawa, Polska",Gospodarka - Polskie Radio,Gospodarka_PRSA,26457,,http://gospodarka.polskieradio24.pl,False
248,,Sunday May 16 09:46:30 +0000 2021,,,,0,1393865432113852416,,,,pl,,,,9,1.3938290593149993e+18,PAPinformacje,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W przyszłym tygodniu przedstawimy gotowy projekt ustawy regulującej pracę zdalną do konsutacji społecznych i uzgodnień resortowych - zapowiedział wicepremier, minister rozwoju Jarosław Gowin. 
#PAPInformacje 
https://t.co/YfceqkzStI",https://twitter.com/08_V_G_03/status/1393865432113852416,Mon 11 27 22:38:42 +0000 2017,935276724824215553,False,,12509,88,141,0,,Violetta Gra,08_V_G_03,10446,,,False
249,,Sunday May 16 14:09:45 +0000 2021,,,,5,1393931682303127554,,,,pl,,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",16 maja można już napisać  że we wrześniu przez nieodpowiedzialność niezaszczepionej młodzieży psychopata @a_niedzielski ogłosi dalszą naukę zdalną. Przez nieodpowiedzialność rodziców wróci lockdown i szmaty na twarzy. Rujnowania Polski ciąg dalszy.,https://twitter.com/DKrawatto/status/1393931682303127554,Mon 03 04 13:26:45 +0000 2013,1241342754,False,Pachołki Rothschildów w polityce są po każdej stronie.,43764,4826,4107,29,,Don Krawatto,DKrawatto,38858,,,False
250,,Sunday May 16 14:18:26 +0000 2021,,,,0,1393933868273737734,,,,pl,,,,21,1.3939058080024904e+18,paaandaxoxo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hejka 😊 piszę pracę licencjacką na temat wpływu pandemii COVID-19 na pracę zdalną i poszukuję osób pracujących zdalnie/hybrydowo chętnych do wypełnienia ankiety ❤️

https://t.co/puGVHMCCeI

jeżeli chcecie mi pomóc to zapraszam do wypełnienia ankiety lub dania rt dla zasięgu 🥰",https://twitter.com/hmrkzpdwrk/status/1393933868273737734,Sun 01 11 19:19:54 +0000 2015,2973535683,False,| 20 | hello it's doctor disco ✨,156822,140,264,1,she/her,kmiot 🪨🏴‍☠️🏳️‍🌈,hmrkzpdwrk,19266,,,False
251,,Sunday May 16 10:26:35 +0000 2021,,,,0,1393875519028989953,,,,pl,,,,12,1.393533653716775e+18,MRiTGOVPL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Polskę czeka wielka reforma rynku pracy przygotowywana przez @MRPiT_GOV_PL: 🔶praca zdalna🔶urzędy pracy wspierajace pracowników w zdobywaniu nowych kompetencji🔶zerowy PIT dla emerytów nadal chcacych pracować - zapowiedział wicepremier @Jaroslaw_Gowin na prezentacji #PolskiŁad,https://twitter.com/sz_furman/status/1393875519028989953,Mon 07 29 14:26:55 +0000 2019,1155847174196006912,False,Przedsiębiorca i społecznik • Prezes @InstytutKaliski • Doradca KP @Porozumienie__ • Prezes Okręgu nr 36 Porozumienie • Wiceprezes @Mloda_Prawica w Wielkopolsce,18312,1154,820,3,"Kalisz, Polska",Szymon Furman 🇵🇱🇪🇺,sz_furman,12822,,http://www.facebook.com/sz.furman/,False
252,,Monday May 17 03:52:08 +0000 2021,,,,4,1394138641262419972,MartaLokje,1.393958714118447e+18,7.147194818561393e+17,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MartaLokje To się nazywa ""praca zdalna"", tak też pracuje prezydent ""stolycy"".",https://twitter.com/grafitxt/status/1394138641262419972,Thu 05 11 11:18:05 +0000 2017,862627867137634311,False,"Szur, foliarz, płaskoziemca. i ruska onuca. Chodzę własnymi drogami i mówię to co myślę.
# Stop Ukrainizacji Polski  #FtheWEF PIS to zdrajcy!!!",79041,1045,1536,9,Świętochłowice/Korbielów,Mirosław Kolarczyk,grafitxt,14682,,,False
253,,Sunday May 16 14:00:01 +0000 2021,rząd,,https://www.fakt.pl/wydarzenia/polityka/jaroslaw-gowin-chce-uregulowac-prace-zdalna-jest-projekt-ustawy/dpz9c10,1,1393929233454419973,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minęło 14 miesięcy i #rząd zabiera się za uregulowanie pracy zdalnej. Jest jeden problem!

https://t.co/Zg5ODH0X5U",https://twitter.com/FAKT24PL/status/1393929233454419973,Thu 10 01 20:30:53 +0000 2009,78997538,False,"Konto gazety ""Fakt"" oraz portalu https://t.co/6HaOgKBiO0",483,58788,1674,325,Warszawa,FAKT.PL,FAKT24PL,78872,,http://WWW.FAKT.PL,False
254,,Sunday May 16 19:37:16 +0000 2021,,,,1,1394014105493721089,sookehh,1.3940141037992714e+18,619780788.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2137 praca zdalna w maju i czerwcu 🙏,https://twitter.com/sookehh/status/1394014105493721089,Wed 06 27 05:20:47 +0000 2012,619780788,False,we are the granddaughters of the witches you weren't able to burn,11520,338,169,2,she/her,enjoy the chaos ☽,sookehh,50391,,https://www.wattpad.com/user/sookehh,False
